Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Locked and Loaded","Big Mario Boulders > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106940375/locked-and-loaded,3.0,-1,Boulder,V3+,1,18,42.49311,-70.97774
Merlot,"Big Mario Boulders > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112850879/merlot,2.0,-1,Boulder,V4-,1,13,42.49311,-70.97774
"Seed Money","Big Mario Boulders > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113397386/seed-money,1.5,-1,Boulder,V4,1,10,42.49311,-70.97774
"The Burning Question","Big Mario Boulders > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106940364/the-burning-question,3.0,-1,Boulder,V8-,1,18,42.49311,-70.97774
"Chunky Bunky","Bunky Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106978765/chunky-bunky,1.8,-1,Boulder,V1-,1,,42.4925,-70.97968
Spunky,"Bunky Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107227397/spunky,1.4,-1,Boulder,V1,1,,42.4925,-70.97968
Punky,"Bunky Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107227407/punky,1.5,-1,Boulder,V1,1,7,42.4925,-70.97968
Bunky,"Bunky Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106978755/bunky,2.0,-1,Boulder,V2,1,,42.4925,-70.97968
"Chunky Monkey","Bunky Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107227388/chunky-monkey,2.4,-1,Boulder,V3-,1,12,42.4925,-70.97968
"Funky Bunky","Bunky Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106978758/funky-bunky,2.0,-1,Boulder,V3,1,,42.4925,-70.97968
"The Funky Funk","Bunky Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107436866/the-funky-funk,1.0,-1,Boulder,V6-,1,10,42.4925,-70.97968
Mythbuster,"Meteorite Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107815003/mythbuster,1.0,-1,Boulder,V3+,1,10,42.49385,-70.97833
"Scrambled Eggs","Meteorite Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/109110343/scrambled-eggs,2.0,-1,Boulder,V4-,1,12,42.49385,-70.97833
"Skeleton Hunter","Meteorite Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107815008/skeleton-hunter,2.0,-1,Boulder,V4-,1,12,42.49385,-70.97833
"True American Legend","Meteorite Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107815027/true-american-legend,2.0,-1,Boulder,V5-,1,13,42.49385,-70.97833
"Road Rash","Meteorite Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107815033/road-rash,1.0,-1,Boulder,V7,1,14,42.49385,-70.97833
"Not in My Backyard","Neighborhood Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/118849304/not-in-my-backyard,3.0,-1,Boulder,V0,1,11,42.49536,-70.97727
Sitcom,"Neighborhood Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107829626/sitcom,2.0,-1,Boulder,V5,1,13,42.49536,-70.97727
"Going for Broke","Neighborhood Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107829619/going-for-broke,2.0,-1,Boulder,V6,1,13,42.49536,-70.97727
Plutonium,"Scree Boulders > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107852300/plutonium,2.0,-1,Boulder,V6-,1,10,42.49311,-70.97774
Mace,"Scree Boulders > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107852308/mace,2.0,-1,Boulder,V6-,1,10,42.49311,-70.97774
Creature,"Lagoon Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/119918400/creature,2.0,-1,Boulder,V0-,1,10,42.49575,-70.97838
Lance,"Lagoon Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/117859546/lance,1.9,-1,Boulder,V0,1,13,42.49575,-70.97838
"Blue Lagoon","Lagoon Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/119918578/blue-lagoon,1.0,-1,Boulder,V0,1,10,42.49575,-70.97838
"Lagoona Reach","Lagoon Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/118863776/lagoona-reach,2.0,-1,Boulder,V1,1,14,42.49575,-70.97838
"Pioneer Club","Lagoon Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/117859514/pioneer-club,2.2,-1,Boulder,V1,1,12,42.49575,-70.97838
"Cashew Lagoon","Lagoon Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/118913949/cashew-lagoon,2.8,-1,Boulder,V2,1,12,42.49575,-70.97838
Atoll,"Lagoon Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/119950703/atoll,2.0,-1,Boulder,V3,1,12,42.49575,-70.97838
"Black Lagoon","Lagoon Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107852328/black-lagoon,2.3,-1,Boulder,V5-,1,13,42.49575,-70.97838
"Crazy Fingers","Crouching Tiger Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112231058/crazy-fingers,2.5,-1,Boulder,V2,1,,42.49645,-70.98064
"Hidden Dragon","Crouching Tiger Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113126637/hidden-dragon,2.4,-1,Boulder,V2+,1,10,42.49645,-70.98064
"Sitting Dragon","Crouching Tiger Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/119635095/sitting-dragon,1.2,-1,Boulder,V2-3,1,,42.49645,-70.98064
Crackatoa,"Crouching Tiger Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112230988/crackatoa,3.1,-1,Boulder,V3-,1,,42.49645,-70.98064
Direct,"Crouching Tiger Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/117087781/direct,1.6,-1,Boulder,V3,1,10,42.49645,-70.98064
"Crouching Tiger","Crouching Tiger Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113854598/crouching-tiger,2.3,-1,Boulder,V4,1,,42.49645,-70.98064
"Top of the Flagpole","Little Mario Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/119401516/top-of-the-flagpole,1.3,-1,Boulder,V0,1,9,42.49678,-70.97774
Bowser,"Little Mario Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/119401012/bowser,2.3,-1,Boulder,V1+,1,12,42.49678,-70.97774
"1. Moonshine Arete","Little Mario Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112414498/1-moonshine-arete,2.8,-1,Boulder,V3+,1,12,42.49678,-70.97774
"4. Test Dummy Left","Little Mario Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106940347/4-test-dummy-left,2.0,-1,Boulder,V3+,1,12,42.49678,-70.97774
"5. Test Dummy Right","Little Mario Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112421459/5-test-dummy-right,2.0,-1,Boulder,V4-,1,12,42.49678,-70.97774
"3. Medicine Ball","Little Mario Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112446660/3-medicine-ball,2.0,-1,Boulder,V6-,1,12,42.49678,-70.97774
"2. 12 Volt","Little Mario Boulder > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112421468/2-12-volt,3.0,-1,Boulder,V6,1,12,42.49678,-70.97774
"Air Socks","The Quarry Crag > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113136672/air-socks,2.6,-1,Boulder,V1,1,20,42.49443,-70.97811
"Man Made Crack","The Quarry Crag > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113136551/man-made-crack,2.7,-1,Boulder,V1,1,10,42.49443,-70.97811
Self-Reliance,"The Quarry Crag > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107815045/self-reliance,2.1,-1,Boulder,V2,1,12,42.49443,-70.97811
Ziggy,"The Quarry Crag > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114110375/ziggy,2.4,-1,Boulder,V2,1,5,42.49443,-70.97811
"Internal Affairs","The Quarry Crag > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107829641/internal-affairs,2.2,-1,Boulder,V3-,1,14,42.49443,-70.97811
"Pot Luck Dinner","The Quarry Crag > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107815057/pot-luck-dinner,2.3,-1,Boulder,V3-,1,16,42.49443,-70.97811
"Illicit Affairs","The Quarry Crag > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/119430943/illicit-affairs,2.0,-1,Boulder,V3,1,12,42.49443,-70.97811
"The Closer","The Quarry Crag > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107815052/the-closer,2.7,-1,Boulder,V4-,1,,42.49443,-70.97811
"Visitor Pass","The Quarry Crag > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107829648/visitor-pass,2.7,-1,Boulder,V4-,1,15,42.49443,-70.97811
Nitecrawlerz,"Always Sunny Wall > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/118875761/nitecrawlerz,1.4,-1,Boulder,V0,1,8,42.49438,-70.97722
"Rickety Cricket","Always Sunny Wall > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/118875629/rickety-cricket,0.0,-1,Boulder,V0,1,9,42.49438,-70.97722
"Kitten Mittons","Always Sunny Wall > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/118875644/kitten-mittons,0.8,-1,Boulder,V0,1,9,42.49438,-70.97722
"Ocular Pat-down","Always Sunny Wall > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/118875664/ocular-pat-down,1.5,-1,Boulder,V1,1,9,42.49438,-70.97722
"Milk Steak","Always Sunny Wall > Parking Lot/Fenway Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/118875718/milk-steak,2.3,-1,Boulder,V4,1,10,42.49438,-70.97722
"Three Little Birds","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106986257/three-little-birds,1.9,-1,Boulder,V0,1,,42.49079,-70.98626
"Easy Skanking","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106939243/easy-skanking,2.3,-1,Boulder,V0,1,,42.49079,-70.98626
"As Seen on TV","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106918628/as-seen-on-tv,2.0,-1,Boulder,V0,1,15,42.49079,-70.98626
AM/FM,"Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106923057/amfm,1.0,-1,Boulder,V0+,1,9,42.49079,-70.98626
"Pete's Problem","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106906089/petes-problem,1.8,-1,Boulder,V2,1,,42.49079,-70.98626
Subway,"Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114793072/subway,3.5,-1,Boulder,V3,1,12,42.49079,-70.98626
"Luck of the Irish","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107070679/luck-of-the-irish,2.0,-1,Boulder,V3,1,9,42.49079,-70.98626
Hairballs,"Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106906073/hairballs,1.9,-1,Boulder,V3,1,,42.49079,-70.98626
Pop,"Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106906082/pop,1.9,-1,Boulder,V4-,1,,42.49079,-70.98626
"Phat Lip","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114367189/phat-lip,3.1,-1,Boulder,V4,1,10,42.49079,-70.98626
"Fancy Clown","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106922723/fancy-clown,2.0,-1,Boulder,V4,1,,42.49079,-70.98626
"Invasion of the Pad People","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106906025/invasion-of-the-pad-people,1.3,-1,Boulder,V5,1,,42.49079,-70.98626
"Stone Warrior","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106906051/stone-warrior,3.3,-1,Boulder,V5,1,,42.49079,-70.98626
"The Bump","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106918607/the-bump,2.6,-1,Boulder,V6-,1,15,42.49079,-70.98626
"Silver Dollar","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106906440/silver-dollar,1.5,-1,Boulder,V6,1,12,42.49079,-70.98626
"Dean's Problem","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106923099/deans-problem,2.5,-1,Boulder,V6,1,12,42.49079,-70.98626
"The Buttermilker","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106906020/the-buttermilker,3.6,-1,Boulder,V7,1,15,42.49079,-70.98626
"Blacksmith.....AKA Seam Direct","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106906034/blacksmithaka-seam-direct,2.3,-1,Boulder,V7,1,,42.49079,-70.98626
"Green Haze","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106906062/green-haze,3.8,-1,Boulder,V7+,1,,42.49079,-70.98626
"Locksmith...AKA Seam Right","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106927286/locksmithaka-seam-right,2.8,-1,Boulder,V8,1,12,42.49079,-70.98626
"Green Screen","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106986080/green-screen,3.2,-1,Boulder,V9,1,30,42.49079,-70.98626
"Buttermilker Low","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/117388854/buttermilker-low,3.5,-1,Boulder,V10,1,10,42.49079,-70.98626
"Stone Tower Arete","Stone Tower Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/111602139/stone-tower-arete,4.0,-1,Boulder,V11,1,25,42.49079,-70.98626
"Smooth Sailing","The Hidden Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106935282/smooth-sailing,1.7,-1,Boulder,V0,1,,42.49012,-70.98199
"Smooth Driving","The Hidden Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106935287/smooth-driving,1.4,-1,Boulder,V1,1,,42.49012,-70.98199
"Hidden Arete","The Hidden Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106906554/hidden-arete,3.1,-1,Boulder,V2,1,,42.49012,-70.98199
Figaro,"The Hidden Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106979623/figaro,1.3,-1,Boulder,V3,1,,42.49012,-70.98199
"Push It Along","The Hidden Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106906545/push-it-along,3.4,-1,Boulder,V3+,1,,42.49012,-70.98199
"Consolation Prize","The Hidden Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112850864/consolation-prize,2.0,-1,Boulder,V5+,1,13,42.49012,-70.98199
"Keep Your Eyes On The Prize","The Hidden Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106906560/keep-your-eyes-on-the-prize,3.3,-1,Boulder,V6-,1,,42.49012,-70.98199
"The Rail","Trailside Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106978732/the-rail,3.3,-1,Boulder,V1,1,13,42.51011,-70.99913
"Resume Padder","Trailside Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107055132/resume-padder,1.7,-1,Boulder,V4,1,12,42.51011,-70.99913
Bully,"Trailside Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106906776/bully,2.0,-1,Boulder,V6-7,1,10,42.51011,-70.99913
Mutant,"Trailside Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106906795/mutant,1.0,-1,Boulder,V8-,1,10,42.51011,-70.99913
"Golden Bannana","The Egg > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106908164/golden-bannana,1.5,-1,Boulder,V0-,1,,42.48944,-70.9852
"It Ain't Hard To Tell","The Egg > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106908145/it-aint-hard-to-tell,2.0,-1,Boulder,V0,1,,42.48944,-70.9852
"The Obscene Scene","The Egg > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106908155/the-obscene-scene,1.9,-1,Boulder,V2+,1,,42.48944,-70.9852
"Love Is A Pimp","The Egg > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106908135/love-is-a-pimp,2.4,-1,Boulder,V3,1,,42.48944,-70.9852
"It Goes","The Egg > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106908124/it-goes,1.0,-1,Boulder,V4,1,,42.48944,-70.9852
"Slap Happy","The Egg > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106908113/slap-happy,2.8,-1,Boulder,V5,1,,42.48944,-70.9852
"Sitting Duck","The Shade Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106978936/sitting-duck,1.0,-1,Boulder,V1,1,,42.51011,-70.99913
"Blood Donor","The Shade Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107103695/blood-donor,1.0,-1,Boulder,V2,1,8,42.51011,-70.99913
Pirate,"The Shade Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106910423/pirate,1.0,-1,Boulder,V5,1,10,42.51011,-70.99913
Jailbird,"The Gem Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106910483/jailbird,2.0,-1,Boulder,V2,1,10,42.48945,-70.98719
Crickets,"The Gem Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/119191269/crickets,3.3,-1,Boulder,V2,1,8,42.48945,-70.98719
"Bank Heist","The Gem Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106910471/bank-heist,1.0,-1,Boulder,V3,1,12,42.48945,-70.98719
"Problem Child","The Gem Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106916258/problem-child,1.0,-1,Boulder,V3,1,12,42.48945,-70.98719
"60 Grit","The Gem Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106910505/60-grit,3.0,-1,Boulder,V4,1,15,42.48945,-70.98719
"Mental Case","The Gem Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106927164/mental-case,2.5,-1,Boulder,V4,1,,42.48945,-70.98719
Cops,"The Gem Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106910456/cops,2.0,-1,Boulder,V4,1,12,42.48945,-70.98719
"Missing Link","The Gem Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106910493/missing-link,3.0,-1,Boulder,V5-,1,18,42.48945,-70.98719
Robbers,"The Gem Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106910466/robbers,2.0,-1,Boulder,V5,1,14,42.48945,-70.98719
"Mr. Sketchy","The Gem Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106910498/mr-sketchy,2.5,-1,Boulder,V6,1,13,42.48945,-70.98719
"Cue the Crickets","The Gem Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106910513/cue-the-crickets,3.6,-1,Boulder,V6,1,15,42.48945,-70.98719
"Fat Possum Right Var.","The Gem Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/116737637/fat-possum-right-var,3.0,-1,Boulder,"V9+ PG13",1,12,42.48945,-70.98719
"The Fat Possum","The Gem Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107429479/the-fat-possum,2.9,-1,Boulder,V9+,1,18,42.48945,-70.98719
"Cue The Mosquitoes","The Gem Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/116541532/cue-the-mosquitoes,2.5,-1,Boulder,V12,1,15,42.48945,-70.98719
"Target Practice","Target Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106918672/target-practice,1.0,-1,Boulder,V0,1,10,42.51011,-70.99913
"The Spoon","Target Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106918664/the-spoon,1.0,-1,Boulder,V1,1,10,42.51011,-70.99913
"Pizza Crust","Target Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106918653/pizza-crust,1.0,-1,Boulder,V1,1,10,42.51011,-70.99913
"The Slot","Target Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106918659/the-slot,1.5,-1,Boulder,V2,1,10,42.51011,-70.99913
"Trick Or Treat","Pedestal Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106985242/trick-or-treat,1.1,-1,Boulder,V1,1,,42.51011,-70.99913
"Slippery Slimy Snake","Pedestal Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/117245554/slippery-slimy-snake,1.7,-1,Boulder,V1,1,10,42.51011,-70.99913
"Free Speech","Pedestal Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106918701/free-speech,2.2,-1,Boulder,V3,1,10,42.51011,-70.99913
"Silent But Deadly","Queen's Row Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/119452277/silent-but-deadly,1.8,-1,Boulder,V0+,1,10,42.49095,-70.98274
"Working Man","Queen's Row Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106923094/working-man,1.8,-1,Boulder,V1+,1,12,42.49095,-70.98274
"Queen's Row Arete","Queen's Row Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106932019/queens-row-arete,1.7,-1,Boulder,V2,1,12,42.49095,-70.98274
"Stink Bomb","Queen's Row Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106952165/stink-bomb,1.4,-1,Boulder,V2,1,,42.49095,-70.98274
"First  Burn","Queen's Row Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106932141/first-burn,1.8,-1,Boulder,V3-,1,10,42.49095,-70.98274
"Whoopy Cushion","Queen's Row Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107095935/whoopy-cushion,1.0,-1,Boulder,V3,1,10,42.49095,-70.98274
"Air Biscuit","Queen's Row Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107095921/air-biscuit,2.2,-1,Boulder,V4-,1,10,42.49095,-70.98274
"Queen's Row Face","Queen's Row Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106923091/queens-row-face,3.5,-1,Boulder,V4,1,12,42.49095,-70.98274
Beano,"Queen's Row Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107049732/beano,2.0,-1,Boulder,V6-7,1,,42.49095,-70.98274
Flatulence,"Queen's Row Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106932147/flatulence,1.3,-1,Boulder,V7-,1,10,42.49095,-70.98274
Hesitancy,"Bob Johnson Boulder  1 > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113606540/hesitancy,2.9,-1,Boulder,V0,1,,42.48497,-70.98267
"Bear Grease","Bob Johnson Boulder  1 > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106951986/bear-grease,3.7,-1,Boulder,V1,1,18,42.48497,-70.98267
