Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"The Seed 2.0","Goliath Rock-AKA the Bob Parrot Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/109785692/the-seed-20,2.7,-1,Boulder,V4-,1,12,42.49588,-70.98012
"The Seed","Goliath Rock-AKA the Bob Parrot Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106913362/the-seed,3.6,-1,Boulder,V4,1,13,42.49588,-70.98012
"Glass Rainbow","Goliath Rock-AKA the Bob Parrot Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106913383/glass-rainbow,2.0,-1,Boulder,V4,1,12,42.49588,-70.98012
"Bullet Hard","Goliath Rock-AKA the Bob Parrot Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106913371/bullet-hard,4.0,-1,Boulder,V5,1,16,42.49588,-70.98012
"On My Meds","Goliath Rock-AKA the Bob Parrot Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/118602501/on-my-meds,4.0,-1,Boulder,V6-7,1,15,42.49588,-70.98012
"Off My Meds","Goliath Rock-AKA the Bob Parrot Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106913374/off-my-meds,4.0,-1,Boulder,V8,1,14,42.49588,-70.98012
"Scary Gene Pool","Goliath Rock-AKA the Bob Parrot Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107003370/scary-gene-pool,2.0,-1,Boulder,V8,1,13,42.49588,-70.98012
"Between an Anvil and a Hard Place","Anvil Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/119030150/between-an-anvil-and-a-hard-place,2.0,-1,Boulder,V0-,1,10,42.49607,-70.98289
"Warm Up Arete (Unnamed)","Anvil Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107208334/warm-up-arete-unnamed,3.1,-1,Boulder,V0,1,13,42.49607,-70.98289
Floater,"Anvil Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114258348/floater,2.0,-1,Boulder,"V0 PG13",1,20,42.49607,-70.98289
Nail,"Anvil Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/116646071/nail,2.0,-1,Boulder,V0,1,13,42.49607,-70.98289
"The Cleaver","Anvil Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113738775/the-cleaver,2.4,-1,Boulder,V3,1,10,42.49607,-70.98289
"Hammer Time","Anvil Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113738834/hammer-time,2.7,-1,Boulder,V3,1,,42.49607,-70.98289
"Road Kill","Anvil Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106946773/road-kill,3.3,-1,Boulder,V4,1,13,42.49607,-70.98289
Peephole,"Anvil Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107852433/peephole,2.0,-1,Boulder,V5-,1,13,42.49607,-70.98289
Muzzleloader,"Boxcar Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/109110323/muzzleloader,2.0,-1,Boulder,V4+,1,12,42.49746,-70.98013
"Four Star Arete","Boxcar Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107591067/four-star-arete,3.8,-1,Boulder,V4+,1,13,42.49746,-70.98013
Boomerang,"Boxcar Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107591102/boomerang,2.0,-1,Boulder,V5-,1,13,42.49746,-70.98013
Recon,"Boxcar Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107591086/recon,2.5,-1,Boulder,V5,1,12,42.49746,-70.98013
"Blank Slate","Boxcar Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107852355/blank-slate,2.0,-1,Boulder,V6-,1,12,42.49746,-70.98013
Zipline,"Boxcar Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107591072/zipline,2.0,-1,Boulder,V6-,1,15,42.49746,-70.98013
Maximus,"Boxcar Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107591077/maximus,2.5,-1,Boulder,V6+,1,14,42.49746,-70.98013
"Cold Steel","Boxcar Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107591095/cold-steel,3.5,-1,Boulder,V7,1,13,42.49746,-70.98013
"When Nature Calls","Call Girl Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107829604/when-nature-calls,2.0,-1,Boulder,V3+,1,12,42.5006,-70.9992
"Conjugal Visit","Call Girl Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107840584/conjugal-visit,2.0,-1,Boulder,V5,1,10,42.5006,-70.9992
"Gem in the Rough","Call Girl Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107840590/gem-in-the-rough,2.0,-1,Boulder,V5,1,10,42.5006,-70.9992
Firewater,"Firepit Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107840605/firewater,2.0,-1,Boulder,V5-,1,12,42.5006,-70.9992
"The Big Screen","Big Screen Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107840615/the-big-screen,2.0,-1,Boulder,V2,1,12,42.5006,-70.9992
Psychopath,"Big Screen Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107840620/psychopath,2.0,-1,Boulder,V3,1,12,42.5006,-70.9992
"Flattop Johnny","Roof Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113839141/flattop-johnny,1.7,-1,Boulder,V2,1,,42.5006,-70.9992
"Flattop Extension","Roof Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113839176/flattop-extension,2.6,-1,Boulder,V2,1,,42.5006,-70.9992
"Pistol Grip","Roof Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107852406/pistol-grip,2.0,-1,Boulder,V5+,1,12,42.5006,-70.9992
"Razor Shines","Roof Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113839212/razor-shines,2.0,-1,Boulder,V5-6,1,8,42.5006,-70.9992
"The Bubble","Roof Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107852396/the-bubble,2.0,-1,Boulder,V6-,1,13,42.5006,-70.9992
"No More Excuses","Roof Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107852387/no-more-excuses,2.0,-1,Boulder,V6+,1,13,42.5006,-70.9992
"Sinister Smile Project","Roof Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/115370785/sinister-smile-project,2.0,-1,Boulder,V8+,1,12,42.5006,-70.9992
"Flattop Johnny Sit","Roof Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/115370760/flattop-johnny-sit,2.3,-1,Boulder,V9,1,12,42.5006,-70.9992
Osmosis,"Tombstone Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114512968/osmosis,2.0,-1,Boulder,V3,1,10,42.48869,-70.98464
Asylum,"Tombstone Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114512958/asylum,2.0,-1,Boulder,V6-,1,10,42.48869,-70.98464
"Beer Keg","Beer Keg Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114513039/beer-keg,1.0,-1,Boulder,V5,1,10,42.50132,-71.00211
Blade,"Blade Boulder > Mt. Spickett Area Boulders > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114597153/blade,2.0,-1,Boulder,V3,1,10,42.49576,-70.97987
"Front Friction","Led Zepplin Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107637441/front-friction,2.1,-1,Boulder,"V0- PG13",1,,42.49546,-70.98288
"Handles And A Hook","Led Zepplin Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107637448/handles-and-a-hook,1.9,-1,Boulder,V0,1,,42.49546,-70.98288
"Half Crack Traverse","Led Zepplin Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107637431/half-crack-traverse,2.5,-1,Boulder,"V0+ PG13",1,,42.49546,-70.98288
"Crack And Paste","Led Zepplin Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107637457/crack-and-paste,2.4,-1,Boulder,"V1 PG13",1,,42.49546,-70.98288
Jitterbug,"Hilltop Boulder > E5-2 Trail > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/109722229/jitterbug,2.0,-1,Boulder,V0,1,6,42.49736,-70.98354
"Grip and Rip","Flatface Boulder > E5-2 Trail > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/109723200/grip-and-rip,2.0,-1,Boulder,V0,1,8,42.49736,-70.98354
"Dust for Prints","Flatface Boulder > E5-2 Trail > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/109723238/dust-for-prints,1.0,-1,Boulder,V1,1,8,42.49736,-70.98354
"The Dead Pool","Dirty Harry Boulder > E5-2 Trail > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113397431/the-dead-pool,2.0,-1,Boulder,V4-,1,12,42.49846,-70.98578
"Golden Slab","Golden Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114521251/golden-slab,3.6,-1,"TR, Boulder","V1+ PG13",1,25,42.49637,-70.98151
"Do North","Golden Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114527462/do-north,3.0,-1,Boulder,"V2- PG13",1,25,42.49637,-70.98151
"Lunar Smear","Golden Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114232561/lunar-smear,3.5,-1,Boulder,"V2 R",1,25,42.49637,-70.98151
"Stage Fright","Golden Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/111603627/stage-fright,3.6,-1,Boulder,V2+,1,25,42.49637,-70.98151
"Standard Fare","Golden Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113507528/standard-fare,2.9,-1,Boulder,V3+,1,15,42.49637,-70.98151
"Center Stage","Golden Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/111603641/center-stage,1.0,-1,Boulder,V3-4,1,15,42.49637,-70.98151
"Surge Pricing","Golden Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/119247364/surge-pricing,2.7,-1,Boulder,V4-,1,14,42.49637,-70.98151
"No Preservatives","Golden Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/111603631/no-preservatives,2.6,-1,Boulder,V5,1,13,42.49637,-70.98151
"Up for Parole","Golden Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/111603637/up-for-parole,2.7,-1,Boulder,V5,1,15,42.49637,-70.98151
"Corporate Greed","Golden Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/111603621/corporate-greed,3.0,-1,Boulder,V6+,1,16,42.49637,-70.98151
"Applesauce Shampoo","Golden Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/111602158/applesauce-shampoo,3.3,-1,Boulder,V10,1,15,42.49637,-70.98151
"Cold Turkey","Overtime Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112381450/cold-turkey,1.0,-1,Boulder,V2+,1,12,42.42233,-70.99846
"Blue Steel","Overtime Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112381444/blue-steel,2.0,-1,Boulder,V4-,1,10,42.42233,-70.99846
"Unknown (AKA Wake Up Call)","Wake Up Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112851476/unknown-aka-wake-up-call,2.8,-1,Boulder,V5,1,8,42.49607,-70.98595
"Unknown (AKA Crown of Thorms)","Wake Up Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112851499/unknown-aka-crown-of-thorms,3.0,-1,Boulder,V5-6,1,,42.49607,-70.98595
"Unknown (AKA Crucification)","Wake Up Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112851516/unknown-aka-crucification,3.0,-1,Boulder,V7-8,1,,42.49607,-70.98595
Downclimb,"The Backyard Giant > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113126562/downclimb,2.5,-1,Boulder,V0,1,15,42.49765,-70.97753
Muiralos,"The Backyard Giant > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/116173687/muiralos,2.5,-1,Boulder,"V2- PG13",1,24,42.49765,-70.97753
Sucker,"The Backyard Giant > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113126222/sucker,3.0,-1,Boulder,V2,1,18,42.49765,-70.97753
"Spicy Legato","The Backyard Giant > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113126376/spicy-legato,2.0,-1,Boulder,V2,1,20,42.49765,-70.97753
"Blue Dream","The Backyard Giant > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113126348/blue-dream,2.0,-1,Boulder,V3,1,18,42.49765,-70.97753
"SNECC Was Here","The Backyard Giant > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/116171728/snecc-was-here,4.0,-1,Boulder,V7,1,15,42.49765,-70.97753
"Mashed Potato","Potato Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113126487/mashed-potato,2.0,-1,Boulder,V1,1,8,42.49771,-70.97758
"Potato Chip","Potato Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113126440/potato-chip,2.0,-1,Boulder,V2,1,8,42.49771,-70.97758
"Mr. Potato Head","Potato Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113126516/mr-potato-head,2.0,-1,Boulder,V3,1,,42.49771,-70.97758
"Mt. Spickett SpeedingTicket","Mt. Spickett Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/118092170/mt-spickett-speedingticket,2.3,-1,Boulder,V0,1,10,42.49565,-70.98173
"Reckless Freckles Face","Mt. Spickett Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113403755/reckless-freckles-face,3.4,-1,Boulder,V1,1,15,42.49565,-70.98173
"Brown Spiderman","Mt. Spickett Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/119229369/brown-spiderman,2.7,-1,Boulder,V1,1,11,42.49565,-70.98173
"Cellah Dwellah","Mt. Spickett Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/118092431/cellah-dwellah,3.0,-1,Boulder,V2+,1,10,42.49565,-70.98173
"Lost Traction","Mt. Spickett Wall > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113403722/lost-traction,3.7,-1,Boulder,V3,1,15,42.49565,-70.98173
"Fire Escape","The Hut Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113460126/fire-escape,2.0,-1,Boulder,V2,1,8,42.49973,-70.98203
"Crystal Castle","S05 Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113839032/crystal-castle,2.7,-1,Boulder,V2,1,,42.49587,-70.98115
"Fire in the Arcade","S05 Boulder > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113839082/fire-in-the-arcade,2.0,-1,Boulder,V3+,1,8,42.49587,-70.98115
"Arch Slab Left","S06 Warm Up Slab > Mt. Spickett/Goliath Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113854419/arch-slab-left,1.5,-1,Boulder,V0-,1,,42.49582,-70.98098
